漢字識別號,字,字義,小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
49,蕫,草名又多動切,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
50,穜,穜稑先種後熟謂之穜後種先熟謂之稑又音重,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
51,衕,通街也,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
52,𩍅,靫具飾也,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
53,𢈉,地下應聲,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
54,䆚,通䆚也,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
55,哃,哃𠹔大言,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
56,𢏕,弓飾,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
57,絧,布名,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
58,𨚯,郷名,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
59,𨝯,地名又姓,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
60,𪔝,鼓聲,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
61,𩦶,黑虎,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
62,𪒿,黑皃,2,同,徒紅,tong5,1.01東,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,東,平,開,1,獨洪
63,中,平也成也宜也堪也任也和也半也又姓漢少府郷中京出風俗通又漢複姓有七氏漢有諫議大夫中行彪晉中行偃之後虞有五英之樂掌中英者因以爲氏古有隱者中梁子漢書藝文志有室中周著書十篇賈執英賢傳云路中大夫之後以路中爲氏張晏云姓路爲中大夫何氏姓苑有中壘氏中野氏陟弓切又陟仲切四,3,中,陟弓,tiong1,1.01東,知,t,舌音,舌上音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
64,衷,善也正也適也中也又衷衣褻衣也,3,中,陟弓,tiong1,1.01東,知,t,舌音,舌上音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
65,忠,無私也敬也直也厚也亦州名本漢臨江縣屬巴郡後魏置臨州貞觀爲忠州,3,中,陟弓,tiong1,1.01東,知,t,舌音,舌上音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
66,𦬕,草名又音沖,3,中,陟弓,tiong1,1.01東,知,t,舌音,舌上音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
67,蟲,爾雅曰有足曰蟲無足曰豸又姓漢功臣表有曲成侯蟲[進/達]直弓切七,4,蟲,直弓,tiong5,1.01東,澄,t,舌音,舌上音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
68,沖,和也深也,4,蟲,直弓,tiong5,1.01東,澄,t,舌音,舌上音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
69,种,稚也或作沖亦姓後漢司徒河南种暠,4,蟲,直弓,tiong5,1.01東,澄,t,舌音,舌上音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
70,盅,器虛也又敕中切,4,蟲,直弓,tiong5,1.01東,澄,t,舌音,舌上音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
71,爞,爾雅云爞爞炎炎熏也,4,蟲,直弓,tiong5,1.01東,澄,t,舌音,舌上音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
72,𦬕,草名又音中,3,中,陟弓,tiong1,1.01東,知,t,舌音,舌上音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
73,翀,直上飛也,4,蟲,直弓,tiong5,1.01東,澄,t,舌音,舌上音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
74,終,極也窮也竟也又姓漢有濟南終軍又漢複姓二氏東觀漢記有終利恭何氏姓苑云今下邳人也左傳殷人七族有終葵氏職戎切十五,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
75,衆,又之仲切,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
76,潨,小水入大水又徂紅在冬二切,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
77,𣧩,殁也,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
78,螽,螽斯蟲也,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
79,𧑄,上同,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
80,鼨,豹文䑕也,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
81,蔠,蔠葵蘩露也,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
82,柊,木名又齊人謂椎爲柊楑也,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
83,𩅧,小雨,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
84,䶱,字書云龜名也,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
85,鴤,鳥名,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
86,䈺,篋䈺戎人呼之,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
87,泈,水名在襄陽,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
88,䝦,獸如豹,5,終,職戎,ciong1,1.01東,章,c,齒音,正齒近舌上,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
89,忡,憂也敕中切三,6,忡,敕中,thiong1,1.01東,徹,th,舌音,舌上音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
90,浺,浺瀜水平逺之皃又音蟲,6,忡,敕中,thiong1,1.01東,徹,th,舌音,舌上音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
91,盅,器虚也又音蟲,4,蟲,直弓,tiong5,1.01東,澄,t,舌音,舌上音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
92,崇,高也敬也就也聚也又姓鋤弓切四,7,崇,鋤弓,ciong5,1.01東,崇,c,齒音,正齒近齒頭,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
93,崈,上同,7,崇,鋤弓,ciong5,1.01東,崇,c,齒音,正齒近齒頭,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
94,㓽,鍤屬,7,崇,鋤弓,ciong5,1.01東,崇,c,齒音,正齒近齒頭,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
95,𩞉,饞𩞉貪食也出古今字音,7,崇,鋤弓,ciong5,1.01東,崇,c,齒音,正齒近齒頭,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
96,嵩,山髙也又山名又姓史記有嵩極玄子或作崧息弓切九,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
97,崧,上同,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
98,𪀚,似鷹而小能捕雀也,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
99,娀,有娀氏女𥳑狄帝嚳次妃吞乙卵生契,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
100,菘,菜名,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
101,硹,地名在遼,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
102,㣝,姓也,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
103,𧊕,蟲名,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
104,𨱿,細毛,8,嵩,息弓,siong1,1.01東,心,s,齒音,齒頭音,全清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
105,戎,戎狄亦助也≆說文作𢦦兵也又姓漢宣帝戎婕妤生中山哀王竟如融切九,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
106,𢦦,上同,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
107,茙,茙葵蜀葵也又虜姓後魏書官氏志云南方有茙眷氏改爲茙氏也,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
108,㭜,木名,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
109,駥,馬八尺也,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
110,𥬪,小竹可爲矢,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
111,𠈋,𠈋人身有三角也,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
112,狨,細布,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
113,絨,上同,9,戎,如融,jiong5,1.01東,日,j,半齒音,半齒,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
114,弓,弓矢釋名曰弓穹也張之穹穹然也其末曰簫又謂之弭以骨爲之滑弭弭也中央田弣弣撫也人所撫持也簫弣之聞曰淵淵宛也言曲宛然也丗本曰黃帝臣揮作弓墨子曰羿作弓孫子曰[傜/倕]作弓又姓魯大夫叔弓之後居戎切六,10,弓,居戎,kiong1,1.01東,見,k,牙音,牙音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
115,躳,身也親也又姓出姓苑,10,弓,居戎,kiong1,1.01東,見,k,牙音,牙音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
116,躬,上同,10,弓,居戎,kiong1,1.01東,見,k,牙音,牙音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
117,㴦,縣名在酒泉,10,弓,居戎,kiong1,1.01東,見,k,牙音,牙音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
118,宮,白虎通曰黃帝作宫室以避寒暑宫之言中也丗本曰禹作宫亦官名漢書曰少府官有守宫令主御筆墨紙封書泥也又姓左傳虞有宫之奇,10,弓,居戎,kiong1,1.01東,見,k,牙音,牙音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
119,匑,謹敬之皃又音穹,10,弓,居戎,kiong1,1.01東,見,k,牙音,牙音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
120,融,和也朗也≆說文曰炊气上出也又姓丗本云古天子祝融之後以戎切四,11,融,以戎,Øiong5,1.01東,以,Ø,喉音,喉音,次濁,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
121,肜,祭名又敕林切,11,融,以戎,Øiong5,1.01東,以,Ø,喉音,喉音,次濁,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
122,瀜,沖瀜大水皃,11,融,以戎,Øiong5,1.01東,以,Ø,喉音,喉音,次濁,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
123,雄,雄雌也亦姓舜友有雄陶羽弓切二,12,雄,羽弓,Øiong5,1.01東,云,Ø,喉音,喉音,次濁,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
124,熊,獸名似豕魏略曰大秦之國出玄熊亦姓左傳賢者熊冝僚又漢複姓左傳楚大夫熊率且比,12,雄,羽弓,Øiong5,1.01東,云,Ø,喉音,喉音,次濁,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
125,瞢,目不明莫中切六,13,瞢,莫中,biong5,1.01東,明,b,脣音,重脣音,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
126,夢,≆說文曰不明也又武仲切,13,瞢,莫中,biong5,1.01東,明,b,脣音,重脣音,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
127,𨞯,邑名在[魯/曹]郡,13,瞢,莫中,biong5,1.01東,明,b,脣音,重脣音,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
128,懜,慙也國語云君使臣懜,13,瞢,莫中,biong5,1.01東,明,b,脣音,重脣音,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
129,𦫰,𦫰𦫰醜皃,13,瞢,莫中,biong5,1.01東,明,b,脣音,重脣音,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
130,𧲎,獸似豕目在耳出崐崘,13,瞢,莫中,biong5,1.01東,明,b,脣音,重脣音,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
131,穹,髙也去宫切七,14,穹,去宮,khiong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
132,𢞏,憂也,14,穹,去宮,khiong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
133,焪,乾也,14,穹,去宮,khiong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
134,芎,芎藭香草根曰芎藭苗曰蘪蕪似蛇牀,14,穹,去宮,khiong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
135,𦵡,上同,14,穹,去宮,khiong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
136,匑,謹敬之皃,10,弓,居戎,kiong1,1.01東,見,k,牙音,牙音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
137,𥳎,𥳎籠也又去龍切,14,穹,去宮,khiong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
138,窮,窮極也又窮奇獸名聞人鬬乃助不直者渠弓切三,15,窮,渠弓,kiong5,1.01東,群,k,牙音,牙音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
139,藭,芎藭,15,窮,渠弓,kiong5,1.01東,群,k,牙音,牙音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
140,𥨪,羿所封國,15,窮,渠弓,kiong5,1.01東,群,k,牙音,牙音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
141,馮,馮翊郡名又姓畢公髙之伸食采於馮城因而命氏出杜陵乃長樂房戎切七,16,馮,房戎,hiong5,1.01東,奉,h,脣音,輕脣音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
142,堸,蟲室,16,馮,房戎,hiong5,1.01東,奉,h,脣音,輕脣音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
143,汎,浮也又孚劔切,16,馮,房戎,hiong5,1.01東,奉,h,脣音,輕脣音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
144,芃,草盛也又音蓬,16,馮,房戎,hiong5,1.01東,奉,h,脣音,輕脣音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
145,𨝭,姬姓之國,16,馮,房戎,hiong5,1.01東,奉,h,脣音,輕脣音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
146,渢,𢎞大聲也,16,馮,房戎,hiong5,1.01東,奉,h,脣音,輕脣音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
147,梵,木得風皃又防泛切,16,馮,房戎,hiong5,1.01東,奉,h,脣音,輕脣音,全濁,,東開3舒聲,iong,通,東,東,平,開,3,獨細
148,風,敎也佚也告也聲也河圖曰風者天地之使元命包曰隂陽怒而爲風方戎切七,17,風,方戎,hiong1,1.01東,非,h,脣音,輕脣音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
149,飌,古文,17,風,方戎,hiong1,1.01東,非,h,脣音,輕脣音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
150,楓,木名子可爲式爾雅云楓有脂而香孫炎云欇欇生江上有奇生枝髙三四尺生毛一名楓子天旱以泥泥之即雨山海經曰黃帝殺蚩尤棄其桎梏變爲楓木脂入地千年化爲虎魄,17,風,方戎,hiong1,1.01東,非,h,脣音,輕脣音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
151,猦,猦[母/𤝕]狀如猿逢人則叩頭小打便死得風還活出異物志,17,風,方戎,hiong1,1.01東,非,h,脣音,輕脣音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
152,偑,地名,17,風,方戎,hiong1,1.01東,非,h,脣音,輕脣音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
153,檒,檒梵聲也,17,風,方戎,hiong1,1.01東,非,h,脣音,輕脣音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
154,𧆉,竹名出南海,17,風,方戎,hiong1,1.01東,非,h,脣音,輕脣音,全清,發聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
155,豐,大也多也茂也盛也又酒器豆屬又姓鄭公子豐之後敷[空/隆]切八,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
156,酆,邑名亦姓左傳有狄相酆舒,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
157,蘴,蕪菁苗也,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
158,灃,水名在咸陽,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
159,寷,大屋,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
160,麷,煑麥,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
161,㒥,偓㒥仙人,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
162,㠦,山名,18,豐,敷空,hong1,1.01東,敷,h,脣音,輕脣音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
163,充,美也塞也行也滿也昌終切七,19,充,昌終,chiong1,1.01東,昌,ch,齒音,正齒近舌上,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
164,珫,珫耳玉名詩傳云充耳謂之瑱字俗從玉,19,充,昌終,chiong1,1.01東,昌,ch,齒音,正齒近舌上,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
165,茺,茺蔚草也,19,充,昌終,chiong1,1.01東,昌,ch,齒音,正齒近舌上,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
166,㤝,心動,19,充,昌終,chiong1,1.01東,昌,ch,齒音,正齒近舌上,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
167,䘪,䘪襌衣也,19,充,昌終,chiong1,1.01東,昌,ch,齒音,正齒近舌上,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
168,𪎽,黃色又音統,19,充,昌終,chiong1,1.01東,昌,ch,齒音,正齒近舌上,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
169,㳘,水聲,19,充,昌終,chiong1,1.01東,昌,ch,齒音,正齒近舌上,次清,送氣,東開3舒聲,iong,通,東,東,平,開,3,獨細
170,隆,盛也豐也大也力中切六,20,隆,力中,liong5,1.01東,來,l,半舌音,半舌,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
171,癃,病也亦作𤸇,20,隆,力中,liong5,1.01東,來,l,半舌音,半舌,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
172,𪔳,鼓聲俗作𪔴,20,隆,力中,liong5,1.01東,來,l,半舌音,半舌,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
173,窿,穹隆天勢俗加穴,20,隆,力中,liong5,1.01東,來,l,半舌音,半舌,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
174,霳,豐隆雷師俗加雨,20,隆,力中,liong5,1.01東,來,l,半舌音,半舌,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
175,㚅,多㚅礼天,20,隆,力中,liong5,1.01東,來,l,半舌音,半舌,次濁,收聲,東開3舒聲,iong,通,東,東,平,開,3,獨細
176,空,空虛書曰伯禹作司空又漢複姓有空桐空相二氏苦紅切十四,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
177,箜,箜篌樂器釋名云師延所作靡靡之音出桑閒濮上續漢書云靈帝胡服作箜篌也,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
178,崆,崆峒,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
179,椌,器物朴也又丘江切,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
180,硿,硿青色[-/石]也,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
181,䅝,稻稈,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
182,悾,悾悾信也慤也,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
183,埪,土埪龕也,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
184,倥,倥侗,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
185,涳,涳濛小雨又口江切,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
186,鵼,怪鳥出字統,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
187,𦱇,𦱇心草也,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
188,𢃐,衣袂,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
189,𧌆,蟬脫𧌆皮,21,空,苦紅,khong1,1.01東,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,東,平,開,1,獨洪
190,公,通也父也正也共也官也三公論道又公者無私也從八從厶厶音私八背意也背厶爲公也亦姓漢有主爵都尉公儉又漢複姓八十五氏左傳魯有公冉務人公斂陽公何[𦵧/藐]公父歜公賔庚公思展公鉏極公[申/甲]叔子費宰公山弗櫌公甲叔公巫召伯衞有公文要戰國䇿齊威王時有左執法公旗蕃左傳齊悼子公旗之後左傳季武子庶子公沮後以爲氏孟子有公行子著書左傳晉成公以卿之庶子爲公行大夫其後氏焉孔子家語魯有公冶長又公索氏將祭而亡其牲者魯有公愼氏出婬妻又有公罔之裘揚觶者孔子弟子齊人公晳哀陳人公良儒公西赤公祖句兹公肩定漢書藝文志有公檮子著書又有公勝生著書濟南公玉帶上明堂圖功臣表有公師壹晉穆公子成師之後又有公扈滿意後漢有零陵太守公仇稱晉穆公子仇之後又弘農令北海公沙穆山陽公堵恭魏志有公夏浩晉書有征虜長史太山公正羣成都王帳下督公帥蕃本姓公師避晉景帝諱改爲公帥氏前趙録有大中大夫公帥式子夏門人齊人公羊髙作春秋傳列女傳有公乗之姒墨子魯有公輸班衞大夫公叔文子史記有魯相公儀休孔子門人公休哀又有公祈哀禮記魯大夫公明儀何氏姓苑云今髙平人衞大夫公南文子魯有公荆皎衞大夫公子荆之後魯大夫公襄昭魯襄公太子野之後魯大夫公伯寮何氏姓苑云彭城人趙平陵太守公休勝魯士官公爲珍魯昭公子公爲之後楚大夫公朱髙宋公子子朱之後公車氏秦公子伯車之後淮南子有公牛哀病七日化爲虎齊公子牛之後吕氏春秋有邴大夫公息忘孟子稱公都子有學業楚公子田食采於都邑後氏焉公劉氏后稷公劉之後古今人表有公房皮楚公子房之後郭泰别傳有渤海公族進階衞大夫有公上王世本有魯大夫公之文晉蒲邑大夫公佗世郷秦公子金之後有公金氏齊公子成之後有公牽氏何氏姓苑云公右氏今琅邪人公左氏今髙平人又有公言公孟公獻公留公石公旅公仲等氏又左傳衞有𢈔公差以善射聞祭公謀父出自姜姓申公子福楚申公巫臣之後衞有尹公佗楚大夫逢公子仲楚白公勝之後有白公氏文字志云魏文侯時有古樂人竇公氏獻古文樂書一篇秦有博士黃公庇古今人表神農之後有公幹仕齊爲大夫其後氏焉丗本有大公叔頴又有公紀氏衞有大夫左公子洩右公子職漢四晧有園公先生尚書僕射東郡成公敞古紅切十三,22,公,古紅,kong1,1.01東,見,k,牙音,牙音,全清,發聲,東開1舒聲,ong,通,東,東,平,開,1,獨洪
191,功,功績也≆說文曰以勞定國曰功又漢複姓何氏姓苑云漢營陵令成功恢禹治水告成功後爲氏俗作功,22,公,古紅,kong1,1.01東,見,k,牙音,牙音,全清,發聲,東開1舒聲,ong,通,東,東,平,開,1,獨洪
