小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
205,慈,疾之,ci5,1.07之,從,c,齒音,齒頭音,全濁,,之開3舒聲,i,止,之,之,平,開,3,開細
206,兹,子之,ci1,1.07之,精,c,齒音,齒頭音,全清,發聲,之開3舒聲,i,止,之,之,平,開,3,開細
207,茬,士之,ci5,1.07之,崇,c,齒音,正齒近齒頭,全濁,,之開3舒聲,i,止,之,之,平,開,3,開細
208,漦,俟甾,ci5,1.07之,俟,c,齒音,正齒近舌上,全濁,送氣,支開3舒聲,i,止,支,支,平,開,3,開細
209,抾,丘之,khi1,1.07之,溪,kh,牙音,牙音,次清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
210,䀵,式其,si1,1.07之,書,s,齒音,正齒近舌上,全清,送氣,支開3舒聲,i,止,支,支,平,開,3,開細
211,微,無非,bui5,1.08微,微,b,脣音,輕脣音,次濁,收聲,微合3舒聲,ui,止,微,微,平,合,3,合細
212,揮,許歸,hui1,1.08微,曉,h,喉音,喉音,次清,送氣,微合3舒聲,ui,止,微,微,平,合,3,合細
213,幃,雨非,Øui5,1.08微,云,Ø,喉音,喉音,次濁,發聲,微合3舒聲,ui,止,微,微,平,合,3,合細
214,霏,芳非,hui1,1.08微,敷,h,脣音,輕脣音,次清,送氣,微合3舒聲,ui,止,微,微,平,合,3,合細
215,猆,甫微,hui1,1.08微,非,h,脣音,輕脣音,全清,發聲,微合3舒聲,ui,止,微,微,平,合,3,合細
216,肥,符非,hui5,1.08微,奉,h,脣音,輕脣音,全濁,,微合3舒聲,ui,止,微,微,平,合,3,合細
217,威,於非,Øui1,1.08微,影,Ø,喉音,喉音,全清,發聲,微合3舒聲,ui,止,微,微,平,合,3,合細
218,祈,渠希,ki5,1.08微,群,k,牙音,牙音,全濁,,微開3舒聲,i,止,微,微,平,開,3,開細
219,機,居依,ki1,1.08微,見,k,牙音,牙音,全清,發聲,微開3舒聲,i,止,微,微,平,開,3,開細
220,希,香衣,hi1,1.08微,曉,h,喉音,喉音,次清,送氣,微開3舒聲,i,止,微,微,平,開,3,開細
221,依,於希,Øi1,1.08微,影,Ø,喉音,喉音,全清,發聲,微開3舒聲,i,止,微,微,平,開,3,開細
222,沂,魚衣,gi5,1.08微,疑,g,牙音,牙音,次濁,收聲,微開3舒聲,i,止,微,微,平,開,3,開細
223,巍,語韋,gui5,1.08微,疑,g,牙音,牙音,次濁,收聲,微合3舒聲,ui,止,微,微,平,合,3,合細
224,歸,舉韋,kui1,1.08微,見,k,牙音,牙音,全清,發聲,微合3舒聲,ui,止,微,微,平,合,3,合細
225,蘬,丘韋,khui1,1.08微,溪,kh,牙音,牙音,次清,送氣,微合3舒聲,ui,止,微,微,平,合,3,合細
226,魚,語居,gi5,1.09魚,疑,g,牙音,牙音,次濁,收聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
227,初,楚居,chi1,1.09魚,初,ch,齒音,正齒近齒頭,次清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
228,書,傷魚,si1,1.09魚,書,s,齒音,正齒近舌上,全清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
229,居,九魚,ki1,1.09魚,見,k,牙音,牙音,全清,發聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
230,渠,強魚,ki5,1.09魚,群,k,牙音,牙音,全濁,,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
231,余,以諸,Øi5,1.09魚,以,Ø,喉音,喉音,次濁,發聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
232,胥,相居,si1,1.09魚,心,s,齒音,齒頭音,全清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
233,疽,七余,chi1,1.09魚,清,ch,齒音,齒頭音,次清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
234,鉏,士魚,ci5,1.09魚,崇,c,齒音,正齒近齒頭,全濁,,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
235,攄,丑居,thi1,1.09魚,徹,th,舌音,舌上音,次清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
236,䟽,所葅,si1,1.09魚,生,s,齒音,正齒近齒頭,全清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
237,虚,朽居,hi1,1.09魚,曉,h,喉音,喉音,次清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
238,徐,似魚,si5,1.09魚,邪,s,齒音,齒頭音,全濁,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
239,於,央居,Øi1,1.09魚,影,Ø,喉音,喉音,全清,發聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
240,豬,陟魚,ti1,1.09魚,知,t,舌音,舌上音,全清,發聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
241,臚,力居,li5,1.09魚,來,l,半舌音,半舌,次濁,收聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
242,諸,章魚,ci1,1.09魚,章,c,齒音,正齒近舌上,全清,發聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
243,除,直魚,ti5,1.09魚,澄,t,舌音,舌上音,全濁,,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
244,如,人諸,ji5,1.09魚,日,j,半齒音,半齒,次濁,收聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
245,且,子魚,ci1,1.09魚,精,c,齒音,齒頭音,全清,發聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
246,虚,去魚,khi1,1.09魚,溪,kh,牙音,牙音,次清,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
247,菹,側魚,ci1,1.09魚,莊,c,齒音,正齒近齒頭,全清,發聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
248,蜍,署魚,si5,1.09魚,禪,s,齒音,正齒近齒頭,全濁,送氣,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
249,袽,女余,li5,1.09魚,娘,l,舌音,舌上音,次濁,收聲,魚開3舒聲,i,遇,魚,魚,平,開,3,獨細
250,虞,虞俱,gu5,1.10虞,疑,g,牙音,牙音,次濁,收聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
251,芻,測隅,chu1,1.10虞,初,ch,齒音,正齒近齒頭,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
252,無,武夫,bu5,1.10虞,微,b,脣音,輕脣音,次濁,收聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
253,于,羽俱,Øu5,1.10虞,云,Ø,喉音,喉音,次濁,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
254,訏,況于,hu1,1.10虞,曉,h,喉音,喉音,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
255,衢,其俱,ku5,1.10虞,群,k,牙音,牙音,全濁,,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
256,儒,人朱,ju5,1.10虞,日,j,半齒音,半齒,次濁,收聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
257,須,相俞,su1,1.10虞,心,s,齒音,齒頭音,全清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
258,株,陟輸,tu1,1.10虞,知,t,舌音,舌上音,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
259,貙,敕俱,thu1,1.10虞,徹,th,舌音,舌上音,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
260,殊,市朱,su5,1.10虞,禪,s,齒音,正齒近齒頭,全濁,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
261,逾,羊朱,Øu5,1.10虞,以,Ø,喉音,喉音,次濁,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
262,區,豈俱,khu1,1.10虞,溪,kh,牙音,牙音,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
263,朱,章俱,cu1,1.10虞,章,c,齒音,正齒近舌上,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
264,趨,七逾,chu1,1.10虞,清,ch,齒音,齒頭音,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
265,慺,力朱,lu5,1.10虞,來,l,半舌音,半舌,次濁,收聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
266,扶,防無,hu5,1.10虞,奉,h,脣音,輕脣音,全濁,,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
267,䅳,仕于,cu5,1.10虞,崇,c,齒音,正齒近齒頭,全濁,,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
268,㑳,莊俱,cu1,1.10虞,莊,c,齒音,正齒近齒頭,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
269,敷,芳無,hu1,1.10虞,敷,h,脣音,輕脣音,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
270,諏,子于,cu1,1.10虞,精,c,齒音,齒頭音,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
271,跗,甫無,hu1,1.10虞,非,h,脣音,輕脣音,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
272,紆,憶俱,Øu1,1.10虞,影,Ø,喉音,喉音,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
273,輸,式朱,su1,1.10虞,書,s,齒音,正齒近舌上,全清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
274,樞,昌朱,chu1,1.10虞,昌,ch,齒音,正齒近舌上,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
275,廚,直誅,tu5,1.10虞,澄,t,舌音,舌上音,全濁,,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
276,拘,舉朱,ku1,1.10虞,見,k,牙音,牙音,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
277,毹,山芻,su1,1.10虞,生,s,齒音,正齒近齒頭,全清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
278,模,莫胡,boo5,1.11模,明,b,脣音,重脣音,次濁,收聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
279,酺,薄胡,poo5,1.11模,並,p,脣音,重脣音,全濁,,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
280,胡,戸吳,hoo5,1.11模,匣,h,喉音,喉音,全濁,送氣,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
281,孤,古胡,koo1,1.11模,見,k,牙音,牙音,全清,發聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
282,徒,同都,too5,1.11模,定,t,舌音,舌頭音,全濁,,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
283,奴,乃都,loo5,1.11模,泥,l,舌音,舌頭音,次濁,收聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
284,呼,荒烏,hoo1,1.11模,曉,h,喉音,喉音,次清,送氣,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
285,吾,五乎,goo5,1.11模,疑,g,牙音,牙音,次濁,收聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
286,租,則吾,coo1,1.11模,精,c,齒音,齒頭音,全清,發聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
287,盧,落胡,loo5,1.11模,來,l,半舌音,半舌,次濁,收聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
288,蘇,素姑,soo1,1.11模,心,s,齒音,齒頭音,全清,送氣,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
289,徂,昨胡,coo5,1.11模,從,c,齒音,齒頭音,全濁,,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
290,烏,哀都,Øoo1,1.11模,影,Ø,喉音,喉音,全清,發聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
291,逋,博孤,poo1,1.11模,幫,p,脣音,重脣音,全清,發聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
292,枯,苦胡,khoo1,1.11模,溪,kh,牙音,牙音,次清,送氣,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
293,麤,倉胡,choo1,1.11模,清,ch,齒音,齒頭音,次清,送氣,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
294,㻌,他胡,thoo1,1.11模,透,th,舌音,舌頭音,次清,送氣,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
295,都,當孤,too1,1.11模,端,t,舌音,舌頭音,全清,發聲,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
296,𥠵,普胡,phoo1,1.11模,滂,ph,脣音,重脣音,次清,送氣,模開1舒聲,oo,遇,模,模,平,開,1,獨洪
297,齊,徂奚,ce5,1.12齊,從,c,齒音,齒頭音,全濁,,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
298,黎,郎奚,le5,1.12齊,來,l,半舌音,半舌,次濁,收聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
299,妻,七稽,che1,1.12齊,清,ch,齒音,齒頭音,次清,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
300,低,都奚,te1,1.12齊,端,t,舌音,舌頭音,全清,發聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
301,嗁,杜奚,te5,1.12齊,定,t,舌音,舌頭音,全濁,,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
302,豍,邊兮,pe1,1.12齊,幫,p,脣音,重脣音,全清,發聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
303,雞,古奚,ke1,1.12齊,見,k,牙音,牙音,全清,發聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
304,奚,胡雞,he5,1.12齊,匣,h,喉音,喉音,全濁,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
305,鷖,烏奚,Øe1,1.12齊,影,Ø,喉音,喉音,全清,發聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
306,倪,五稽,ge5,1.12齊,疑,g,牙音,牙音,次濁,收聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
307,醯,呼雞,he1,1.12齊,曉,h,喉音,喉音,次清,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
308,西,先稽,se1,1.12齊,心,s,齒音,齒頭音,全清,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
309,梯,土雞,the1,1.12齊,透,th,舌音,舌頭音,次清,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
310,鼙,部迷,pe5,1.12齊,並,p,脣音,重脣音,全濁,,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
311,磇,匹迷,phe1,1.12齊,滂,ph,脣音,重脣音,次清,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
312,齎,祖稽,ce1,1.12齊,精,c,齒音,齒頭音,全清,發聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
313,迷,莫兮,be5,1.12齊,明,b,脣音,重脣音,次濁,收聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
314,泥,奴低,le5,1.12齊,泥,l,舌音,舌頭音,次濁,收聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
315,谿,苦奚,khe1,1.12齊,溪,kh,牙音,牙音,次清,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
316,圭,古攜,kue1,1.12齊,見,k,牙音,牙音,全清,發聲,齊合4舒聲,ue,蟹,齊,齊,平,合,4,合細
317,睽,苦圭,khue1,1.12齊,溪,kh,牙音,牙音,次清,送氣,齊合4舒聲,ue,蟹,齊,齊,平,合,4,合細
318,攜,戸圭,hue5,1.12齊,匣,h,喉音,喉音,全濁,送氣,齊合4舒聲,ue,蟹,齊,齊,平,合,4,合細
319,臡,人兮,je5,1.12齊,日,j,半齒音,半齒,次濁,收聲,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
320,栘,成臡,se5,1.12齊,禪,s,齒音,正齒近齒頭,全濁,送氣,齊開4舒聲,e,蟹,齊,齊,平,開,4,開細
321,烓,烏攜,Øue1,1.12齊,影,Ø,喉音,喉音,全清,發聲,齊合4舒聲,ue,蟹,齊,齊,平,合,4,合細
322,睳,呼攜,hue1,1.12齊,曉,h,喉音,喉音,次清,送氣,齊合4舒聲,ue,蟹,齊,齊,平,合,4,合細
323,佳,古膎,kai1,1.13佳,見,k,牙音,牙音,全清,發聲,佳開2舒聲,ai,蟹,佳,佳,平,開,2,開洪
324,㥟,戸佳,hui5,1.13佳,匣,h,喉音,喉音,全濁,送氣,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
325,牌,薄佳,pui5,1.13佳,並,p,脣音,重脣音,全濁,,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
326,媧,古蛙,kuai1,1.13佳,見,k,牙音,牙音,全清,發聲,佳合2舒聲,uai,蟹,佳,佳,平,合,2,合洪
327,蛙,烏媧,Øuai1,1.13佳,影,Ø,喉音,喉音,全清,發聲,佳合2舒聲,uai,蟹,佳,佳,平,合,2,合洪
328,咼,苦緺,khuai1,1.13佳,溪,kh,牙音,牙音,次清,送氣,佳合2舒聲,uai,蟹,佳,佳,平,合,2,合洪
329,柴,士佳,cui5,1.13佳,崇,c,齒音,正齒近齒頭,全濁,,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
330,釵,楚佳,chui1,1.13佳,初,ch,齒音,正齒近齒頭,次清,送氣,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
331,竵,火媧,huai1,1.13佳,曉,h,喉音,喉音,次清,送氣,佳合2舒聲,uai,蟹,佳,佳,平,合,2,合洪
332,䍲,妳佳,lui5,1.13佳,泥,l,舌音,舌頭音,次濁,收聲,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
333,崖,五佳,gui5,1.13佳,疑,g,牙音,牙音,次濁,收聲,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
334,娃,於佳,Øui1,1.13佳,影,Ø,喉音,喉音,全清,發聲,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
335,崽,山佳,sui1,1.13佳,生,s,齒音,正齒近齒頭,全清,送氣,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
336,㗨,火佳,hui1,1.13佳,曉,h,喉音,喉音,次清,送氣,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
337,扠,丑佳,thui1,1.13佳,徹,th,舌音,舌上音,次清,送氣,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
338,䁲,莫佳,bui5,1.13佳,明,b,脣音,重脣音,次濁,收聲,脂合3舒聲,ui,止,脂,脂,平,合,3,合細
339,鼃,戸媧,huai5,1.13佳,匣,h,喉音,喉音,全濁,送氣,佳合2舒聲,uai,蟹,佳,佳,平,合,2,合洪
340,皆,古諧,kai1,1.14皆,見,k,牙音,牙音,全清,發聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
341,𢰇,乙諧,Øai1,1.14皆,影,Ø,喉音,喉音,全清,發聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
342,諧,戸皆,hai5,1.14皆,匣,h,喉音,喉音,全濁,送氣,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
343,排,步皆,pai5,1.14皆,並,p,脣音,重脣音,全濁,,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
344,乖,古懷,kuai1,1.14皆,見,k,牙音,牙音,全清,發聲,皆合2舒聲,uai,蟹,皆,皆,平,合,2,合洪
345,懷,戸乖,huai5,1.14皆,匣,h,喉音,喉音,全濁,送氣,皆合2舒聲,uai,蟹,皆,皆,平,合,2,合洪
346,匯,苦淮,khuai1,1.14皆,溪,kh,牙音,牙音,次清,送氣,皆合2舒聲,uai,蟹,皆,皆,平,合,2,合洪
347,豺,士皆,cai5,1.14皆,崇,c,齒音,正齒近齒頭,全濁,,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
348,差,楚皆,chai1,1.14皆,初,ch,齒音,正齒近齒頭,次清,送氣,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
349,虺,呼懷,huai1,1.14皆,曉,h,喉音,喉音,次清,送氣,皆合2舒聲,uai,蟹,皆,皆,平,合,2,合洪
350,尵,柱懷,tuai5,1.14皆,澄,t,舌音,舌上音,全濁,,皆合2舒聲,uai,蟹,皆,皆,平,合,2,合洪
351,埋,莫皆,bai5,1.14皆,明,b,脣音,重脣音,次濁,收聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
352,齋,側皆,cai1,1.14皆,莊,c,齒音,正齒近齒頭,全清,發聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
353,崴,乙皆,Øai1,1.14皆,影,Ø,喉音,喉音,全清,發聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
354,𪘨,卓皆,tai1,1.14皆,知,t,舌音,舌上音,全清,發聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
355,唻,賴諧,lai5,1.14皆,來,l,半舌音,半舌,次濁,收聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
356,揩,口皆,khai1,1.14皆,溪,kh,牙音,牙音,次清,送氣,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
357,摨,諾皆,lai5,1.14皆,泥,l,舌音,舌頭音,次濁,收聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
358,崽,山皆,sai1,1.14皆,生,s,齒音,正齒近齒頭,全清,送氣,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
359,𩂢,擬皆,gai5,1.14皆,疑,g,牙音,牙音,次濁,收聲,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
360,搋,丑皆,thai1,1.14皆,徹,th,舌音,舌上音,次清,送氣,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
361,𢓬,喜皆,hai1,1.14皆,曉,h,喉音,喉音,次清,送氣,皆開2舒聲,ai,蟹,皆,皆,平,開,2,開洪
362,䐯,力懷,luai5,1.14皆,來,l,半舌音,半舌,次濁,收聲,皆合2舒聲,uai,蟹,皆,皆,平,合,2,合洪
363,膗,仕懷,cuai5,1.14皆,崇,c,齒音,正齒近齒頭,全濁,,皆合2舒聲,uai,蟹,皆,皆,平,合,2,合洪
364,灰,呼恢,hue1,1.15灰,曉,h,喉音,喉音,次清,送氣,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
365,恢,苦回,khue1,1.15灰,溪,kh,牙音,牙音,次清,送氣,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
366,隈,烏恢,Øue1,1.15灰,影,Ø,喉音,喉音,全清,發聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
367,回,戸恢,hue5,1.15灰,匣,h,喉音,喉音,全濁,送氣,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
368,枚,莫杯,bue5,1.15灰,明,b,脣音,重脣音,次濁,收聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
369,傀,公回,kue1,1.15灰,見,k,牙音,牙音,全清,發聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
370,雷,魯回,lue5,1.15灰,來,l,半舌音,半舌,次濁,收聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
371,穨,杜回,tue5,1.15灰,定,t,舌音,舌頭音,全濁,,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
372,崔,倉回,chue1,1.15灰,清,ch,齒音,齒頭音,次清,送氣,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
373,磓,都回,tue1,1.15灰,端,t,舌音,舌頭音,全清,發聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
374,𤗯,素回,sue1,1.15灰,心,s,齒音,齒頭音,全清,送氣,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
375,摧,昨回,cue5,1.15灰,從,c,齒音,齒頭音,全濁,,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
376,裴,薄回,pue5,1.15灰,並,p,脣音,重脣音,全濁,,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
377,桮,布回,pue1,1.15灰,幫,p,脣音,重脣音,全清,發聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
378,肧,芳杯,hue1,1.15灰,敷,h,脣音,輕脣音,次清,送氣,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
379,鮠,五灰,gue5,1.15灰,疑,g,牙音,牙音,次濁,收聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
380,𨌴,他回,thue1,1.15灰,透,th,舌音,舌頭音,次清,送氣,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
381,𢅼,乃回,lue5,1.15灰,泥,l,舌音,舌頭音,次濁,收聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
382,嗺,臧回,cue1,1.15灰,精,c,齒音,齒頭音,全清,發聲,灰合1舒聲,ue,蟹,灰,灰,平,合,1,合洪
383,咍,呼來,hai1,1.16咍,曉,h,喉音,喉音,次清,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
384,開,苦哀,khai1,1.16咍,溪,kh,牙音,牙音,次清,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
385,哀,烏開,Øai1,1.16咍,影,Ø,喉音,喉音,全清,發聲,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
386,臺,徒哀,tai5,1.16咍,定,t,舌音,舌頭音,全濁,,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
387,該,古哀,kai1,1.16咍,見,k,牙音,牙音,全清,發聲,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
388,裁,昨哉,cai5,1.16咍,從,c,齒音,齒頭音,全濁,,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
389,來,洛哀,lai5,1.16咍,來,l,半舌音,半舌,次濁,收聲,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
390,烖,祖才,cai1,1.16咍,精,c,齒音,齒頭音,全清,發聲,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
391,猜,倉才,chai1,1.16咍,清,ch,齒音,齒頭音,次清,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
392,𤗏,扶來,hai5,1.16咍,奉,h,脣音,輕脣音,全濁,,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
393,胎,土來,thai1,1.16咍,透,th,舌音,舌頭音,次清,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
394,孩,戸來,hai5,1.16咍,匣,h,喉音,喉音,全濁,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
395,鰓,蘇來,sai1,1.16咍,心,s,齒音,齒頭音,全清,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
396,皚,五來,gai5,1.16咍,疑,g,牙音,牙音,次濁,收聲,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
397,能,奴來,lai5,1.16咍,泥,l,舌音,舌頭音,次濁,收聲,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
398,𪒴,丁來,tai1,1.16咍,端,t,舌音,舌頭音,全清,發聲,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
399,㹗,昌來,chai1,1.16咍,昌,ch,齒音,正齒近舌上,次清,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
400,𡜊,普才,phai1,1.16咍,滂,ph,脣音,重脣音,次清,送氣,咍開1舒聲,ai,蟹,咍,咍,平,開,1,開洪
401,眞,側鄰,cin1,1.17眞,莊,c,齒音,正齒近齒頭,全清,發聲,眞開3舒聲,in,臻,眞,眞,平,開,3,開細
