小韻識別號,上字表識別號,下字表識別號,小韻字,小韻切語,小韻標音,小韻目次,小韻字序號,廣韻聲母,七聲類,發音部位,清濁,發送收,聲母碼,聲母國際音標,白話字聲母,閩拼聲母,台羅聲母,方音聲母,十五音聲母,廣韻韻母,目次,攝,韻系,韻目,調,呼,等,等呼,韻母碼,韻母國際音標,白話字韻母,閩拼韻母,台羅韻母,方音韻母,十五音韻母
688,17,205,交,古肴,kau1,2.05肴,2,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
689,30,205,巢,鉏交,cau5,2.05肴,3,崇,齒音,正齒近齒頭,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
690,16,205,鐃,女交,lau5,2.05肴,4,娘,舌音,舌上音,次濁,收聲,l,l,l,l,l,ㄌ,柳,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
691,32,205,梢,所交,sau1,2.05肴,5,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
692,4,205,茅,莫交,bau5,2.05肴,6,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
693,37,205,虓,許交,hau1,2.05肴,7,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
694,1,205,包,布交,pau1,2.05肴,8,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
695,2,205,胞,匹交,phau1,2.05肴,9,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
696,18,205,敲,口交,khau1,2.05肴,10,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
697,20,205,聱,五交,gau5,2.05肴,11,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
698,26,205,𦗔,側交,cau1,2.05肴,12,莊,齒音,正齒近齒頭,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
699,13,205,嘲,陟交,tau1,2.05肴,13,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
700,28,205,䜈,楚交,chau1,2.05肴,14,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
701,3,205,庖,薄交,pau5,2.05肴,15,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
702,36,205,䫜,於交,Øau1,2.05肴,16,影,喉音,喉音,全清,發聲,Ø,,,,,,英,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
703,14,205,䫸,敕交,thau1,2.05肴,17,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
704,41,205,顟,力嘲,lau5,2.05肴,18,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
705,15,205,䄻,直交,tau5,2.05肴,19,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,肴開2舒聲,2.05肴,效,肴,肴,平,開,2,開洪,au,au,au,ao,au,ㄠ,交
706,38,209,豪,胡刀,ho5,2.06豪,1,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
707,17,209,髙,古勞,ko1,2.06豪,2,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
708,41,209,勞,魯刀,lo5,2.06豪,3,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
709,37,209,蒿,呼毛,ho1,2.06豪,4,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
710,4,209,毛,莫袍,bo5,2.06豪,5,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
711,10,209,饕,土刀,tho1,2.06豪,6,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
712,9,209,刀,都勞,to1,2.06豪,7,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
713,24,209,騷,蘇遭,so1,2.06豪,8,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
714,3,209,袍,薄襃,po5,2.06豪,9,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
715,1,209,襃,博毛,po1,2.06豪,10,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
716,11,209,陶,徒刀,to5,2.06豪,11,定,舌音,舌頭音,全濁,,t,t,t,d,t,ㄉ,地,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
717,21,209,糟,作曹,co1,2.06豪,12,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
718,20,209,敖,五勞,go5,2.06豪,13,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
719,23,209,曹,昨勞,co5,2.06豪,14,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
720,36,209,𤏶,於刀,Øo1,2.06豪,15,影,喉音,喉音,全清,發聲,Ø,,,,,,英,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
721,12,209,猱,奴刀,lo5,2.06豪,16,泥,舌音,舌頭音,次濁,收聲,l,l,l,l,l,ㄌ,柳,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
722,18,209,尻,苦刀,kho1,2.06豪,17,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
723,22,209,操,七刀,cho1,2.06豪,18,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
724,2,209,㯱,普袍,pho1,2.06豪,19,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,豪開1舒聲,2.06豪,效,豪,豪,平,開,1,開洪,o,o,o,o,o,ㄜ,高
725,17,213,歌,古俄,ko1,2.07歌,1,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
726,22,213,蹉,七何,cho1,2.07歌,2,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
727,9,213,多,得何,to1,2.07歌,3,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
728,24,213,娑,素何,so1,2.07歌,4,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
729,11,213,駝,徒河,to5,2.07歌,5,定,舌音,舌頭音,全濁,,t,t,t,d,t,ㄉ,地,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
730,23,213,醝,昨何,co5,2.07歌,6,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
731,20,213,莪,五何,go5,2.07歌,7,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
732,10,213,佗,託何,tho1,2.07歌,8,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
733,41,213,羅,魯何,lo5,2.07歌,9,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
734,12,213,那,諾何,lo5,2.07歌,10,泥,舌音,舌頭音,次濁,收聲,l,l,l,l,l,ㄌ,柳,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
735,38,213,何,胡歌,ho5,2.07歌,11,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
736,37,213,訶,虎何,ho1,2.07歌,12,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
737,18,213,珂,苦何,kho1,2.07歌,13,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
738,36,213,阿,烏何,Øo1,2.07歌,14,影,喉音,喉音,全清,發聲,Ø,,,,,,英,歌開1舒聲,2.07歌,果,歌,歌,平,開,1,開洪,o,o,o,o,o,ㄜ,高
739,17,217,戈,古禾,ko1,2.08戈,1,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
740,22,217,遳,七戈,cho1,2.08戈,2,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
741,9,217,𨹃,丁戈,to1,2.08戈,3,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
742,24,217,莎,蘇禾,so1,2.08戈,4,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
743,3,217,婆,薄波,po5,2.08戈,5,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
744,11,217,㸰,徒和,to5,2.08戈,6,定,舌音,舌頭音,全濁,,t,t,t,d,t,ㄉ,地,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
745,4,217,摩,莫婆,bo5,2.08戈,7,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
746,23,217,矬,昨禾,co5,2.08戈,8,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
747,20,217,訛,五禾,go5,2.08戈,9,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
748,10,217,詑,土禾,tho1,2.08戈,10,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
749,41,217,𩼊,落戈,lo5,2.08戈,11,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
750,12,217,捼,奴禾,lo5,2.08戈,12,泥,舌音,舌頭音,次濁,收聲,l,l,l,l,l,ㄌ,柳,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
751,1,217,波,博禾,po1,2.08戈,13,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
752,2,217,頗,滂禾,pho1,2.08戈,14,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
753,38,217,和,戸戈,ho5,2.08戈,15,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
754,18,217,科,苦禾,kho1,2.08戈,16,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
755,36,217,倭,烏禾,Øo1,2.08戈,17,影,喉音,喉音,全清,發聲,Ø,,,,,,英,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
756,37,217,鞾,許𦚢,ho1,2.08戈,18,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
757,36,217,𦚢,於靴,Øo1,2.08戈,19,影,喉音,喉音,全清,發聲,Ø,,,,,,英,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
758,18,217,𩨷,去靴,kho1,2.08戈,20,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
759,19,221,伽,求迦,kia5,2.08戈,21,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,戈開3舒聲,2.08戈,果,戈,戈,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
760,18,221,佉,丘伽,khia1,2.08戈,22,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,戈開3舒聲,2.08戈,果,戈,戈,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
761,17,221,迦,居伽,kia1,2.08戈,23,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,戈開3舒聲,2.08戈,果,戈,戈,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
762,22,221,脞,醋伽,chia1,2.08戈,24,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,戈開3舒聲,2.08戈,果,戈,戈,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
763,21,217,侳,子𩩆,co1,2.08戈,25,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
764,19,217,瘸,巨靴,ko5,2.08戈,26,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
765,41,217,𦣛,縷𩨷,lo5,2.08戈,27,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,戈合1舒聲,2.08戈,果,戈,戈,平,合,1,合洪,o,o,o,o,o,ㄜ,高
766,4,229,麻,莫霞,ba5,2.09麻,1,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
767,29,237,車,尺遮,chia1,2.09麻,2,昌,齒音,正齒近舌上,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
768,33,237,奢,式車,sia1,2.09麻,3,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
769,39,237,邪,以遮,Øia5,2.09麻,4,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
770,27,237,遮,正奢,cia1,2.09麻,5,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
771,21,237,嗟,子邪,cia1,2.09麻,6,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
772,35,237,蛇,食遮,sia5,2.09麻,7,船,齒音,正齒近舌上,全濁,送氣,s,s,s,s,s,ㄙ,時,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
773,38,233,華,戸花,hua5,2.09麻,8,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
774,17,233,瓜,古華,kua1,2.09麻,9,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
775,37,233,華,呼瓜,hua1,2.09麻,10,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
776,18,233,誇,苦瓜,khua1,2.09麻,11,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
777,16,229,拏,女加,la5,2.09麻,12,娘,舌音,舌上音,次濁,收聲,l,l,l,l,l,ㄌ,柳,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
778,17,229,嘉,古牙,ka1,2.09麻,13,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
779,38,229,遐,胡加,ha5,2.09麻,14,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
780,2,229,葩,普巴,pha1,2.09麻,15,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
781,36,229,鴉,於加,Øa1,2.09麻,16,影,喉音,喉音,全清,發聲,Ø,,,,,,英,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
782,1,229,巴,伯加,pa1,2.09麻,17,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
783,28,229,叉,初加,cha1,2.09麻,18,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
784,32,229,鯊,所加,sa1,2.09麻,19,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
785,20,229,牙,五加,ga5,2.09麻,20,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
786,26,229,樝,側加,ca1,2.09麻,21,莊,齒音,正齒近齒頭,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
787,15,229,𡨀,宅加,ta5,2.09麻,22,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
788,25,237,衺,似嗟,sia5,2.09麻,23,邪,齒音,齒頭音,全濁,送氣,s,s,s,s,s,ㄙ,時,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
789,34,237,闍,視遮,sia5,2.09麻,24,禪,齒音,正齒近齒頭,全濁,送氣,s,s,s,s,s,ㄙ,時,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
790,36,233,窊,烏瓜,Øua1,2.09麻,25,影,喉音,喉音,全清,發聲,Ø,,,,,,英,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
791,26,233,髽,莊華,cua1,2.09麻,26,莊,齒音,正齒近齒頭,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
792,13,233,檛,陟瓜,tua1,2.09麻,27,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
793,3,229,爬,蒲巴,pa5,2.09麻,28,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
794,30,229,楂,鉏加,ca5,2.09麻,29,崇,齒音,正齒近齒頭,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
795,14,229,侘,敕加,tha1,2.09麻,30,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
796,13,229,奓,陟加,ta1,2.09麻,31,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
797,37,229,煆,許加,ha1,2.09麻,32,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
798,18,229,䶗,苦加,kha1,2.09麻,33,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
799,23,237,㚗,才邪,cia5,2.09麻,34,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
800,42,237,若,人賒,jia5,2.09麻,35,日,半齒音,半齒,次濁,收聲,j,ʣ,j,zz,j,ㆡ,入,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
801,24,237,些,寫邪,sia1,2.09麻,36,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
802,13,237,爹,陟邪,tia1,2.09麻,37,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,麻開3舒聲,2.09麻,假,麻,麻,平,開,3,開細,ia,ia,ia,ia,ia,ㄧㄚ,迦
803,20,233,𣢉,五瓜,gua5,2.09麻,38,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,麻合2舒聲,2.09麻,假,麻,麻,平,合,2,合洪,ua,ua,oa,ua,ua,ㄨㄚ,瓜
804,18,229,𣘟,乞加,kha1,2.09麻,39,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,麻開2舒聲,2.09麻,假,麻,麻,平,開,2,開洪,a,a,a,a,a,ㄚ,膠
